term_name,description,field_authority_link,field_date,field_person_alternate_name,field_preferred_name_fuller_form,field_preferred_name_number,field_preferred_name_prefix,field_preferred_name_rest,field_preferred_name_suffix,field_primary_part_of_name,field_unique_id
Mullen,"Location information: Lexington, KY, KY",,,,,,,,,Mullen,91239ee5-95cc-4e9c-ab5e-6334dc96c25e
"Muller, Steven, 1927-2013",,viaf%%http://viaf.org/viaf/64284589|lcnaf%%http://id.loc.gov/authorities/names/n88002117,1927/2013,,,,,Steven,,Muller,0ba45e8a-297c-494d-baca-d9c8d58c03ff
"Munns, R. G.",,,,,,,,R. G.,,Munns,e1f33ec8-7026-4880-bb3b-3ce81a733a35
"Muranyi, Gustave, 1881-1961",,ulan%%http://vocab.getty.edu/page/ulan/500051549|viaf%%http://viaf.org/viaf/96025017,1881/1961,,,,,Gustave,,Muranyi,41d1f33c-0312-4aaf-93aa-d04801d2a67e
Murillo,,,,,,,,,,Murillo,c46b12c9-9739-4147-80d9-847128716fa3
"Murnaghan, Francis D. (Francis Dominic), 1893-1976",,viaf%%http://viaf.org/viaf/41922518|lcnaf%%http://id.loc.gov/authorities/names/n86864718,1893/1976,,Francis Dominic,,,Francis D.,,Murnaghan,1be5f4e5-32ab-4870-a652-efa7c120f197
"Murnaghan, Francis D. (Francis Dominic), 1920-2000",,viaf%%http://viaf.org/viaf/168882056|lcnaf%%http://id.loc.gov/authorities/names/no2011049880,1920/2000,,Francis Dominic,,,Francis D.,,Murnaghan,13b1e846-93fe-49b7-965c-af768ac8c14d
"Murtaugh, Thomas H.","Location information: New York, NY, NY",,,,,,,Thomas H.,,Murtaugh,fa94db28-ee84-47b1-86ba-d0322e00ab80
"Myers, Denys Peter, 1916-2003",,viaf%%http://viaf.org/viaf/94025234|lcnaf%%http://id.loc.gov/authorities/names/n79089876,1916/2003,,,,,Denys Peter,,Myers,5ad83803-4832-40a9-b280-dd82e3711f8e
"Myers, Howdy, 1910-1980",,viaf%%http://viaf.org/viaf/123592140|lcnaf%%http://id.loc.gov/authorities/names/no2010161777,1910/1980,,,,,Howdy,,Myers,86849210-e6ff-41b7-b2e7-6b8f0434111c
"Mylonas, George E. (George Emmanuel), 1898-1988",,viaf%%http://viaf.org/viaf/60482049|lcnaf%%http://id.loc.gov/authorities/names/n84084624,1898/1988,,George Emmanuel,,,George E.,,Mylonas,802bc27b-95ff-4c62-88fb-cb6a32853d9f
"Nachlas, I. William",,,,,,,,I. William,,Nachlas,1cd98650-5fe2-4aaf-8abc-66350273bd12
"Naddor, Eliezer",,viaf%%http://viaf.org/viaf/79305494|lcnaf%%http://id.loc.gov/authorities/names/n81050146,,,,,,Eliezer,,Naddor,640260c4-282f-4006-a7e5-841742038545
"Nagy, Gregory",,viaf%%http://viaf.org/viaf/2492169|lcnaf%%http://id.loc.gov/authorities/names/n84216545,,,,,,Gregory,,Nagy,f3b37eba-27ad-4351-9f8c-aa099fc51fd1
"Najarian, Tavit O.",,viaf%%http://viaf.org/viaf/8994273|lcnaf%%http://id.loc.gov/authorities/names/n89646737,,,,,,Tavit O.,,Najarian,f860e787-1401-4377-9e23-ae8cc22d17dc
"Nason, Alvin",,viaf%%http://viaf.org/viaf/1255389|lcnaf%%http://id.loc.gov/authorities/names/n50028099,,,,,,Alvin,,Nason,54e46a92-e84c-459c-a509-61ae3b198831
"Nathans, Daniel, 1928-1999",,viaf%%http://viaf.org/viaf/259815332|lcnaf%%http://id.loc.gov/authorities/names/n2012186249,1928/1999,,,,,Daniel,,Nathans,3b9b9db3-ef14-4c9b-a2a4-6da95293616f
"Neal, James G.",,viaf%%http://viaf.org/viaf/70580832|lcnaf%%http://id.loc.gov/authorities/names/n92008077,,,,,,James G.,,Neal,3a6d281d-2b3b-4686-b21d-de0f40aefd29
"Neathery, Robert W.",,,,,,,,Robert W.,,Neathery,0ab3bdd0-b367-4a12-924c-56984ec88c38
"Nelligan, Anthony",,,,,,,,Anthony,,Nelligan,eae29639-a6a1-4d1b-938c-5aa82ce2355d
"Nelson, Russell A.",,viaf%%http://viaf.org/viaf/6539395|lcnaf%%http://id.loc.gov/authorities/names/n89625780,,,,,,Russell A.,,Nelson,ec866679-0b74-485c-8006-d02427b865f9
"Neubohn, Naneen",,,,,,,,Naneen,,Neubohn,a0288e30-bb27-4529-8156-036586eb4b13
"Neville, Anthony E.",,,,,,,,Anthony E.,,Neville,60e7249c-bae2-4a28-8a74-1f550cda23ba
Neville,,,,,,,,,,Neville,94d925c4-a4bc-4e51-9588-eddb0ab2536b
"Newcomb, Nelson",,,,,,,,Nelson,,Newcomb,a7de97e8-cf2e-4f2f-85d4-096d75eafff9
"Newman-Greenwich, Juliet",,,,,,,,Juliet,,Newman-Greenwich,0a6522d0-250d-4b54-9acd-1ae3d427f6d6
"Newman, Alan",,,,,,,,Alan,,Newman,8446483a-ec75-4d1e-b66d-88c563defb7c
"Newman, Charles, 1938-2006",,viaf%%http://viaf.org/viaf/75091877|lcnaf%%http://id.loc.gov/authorities/names/n50004543,1938/2006,,,,,Charles,,Newman,852a4005-6eda-4865-b1e0-be319e51e92f
"Newman, Marshall T. (Marshall Thornton), 1911-1994",,viaf%%http://viaf.org/viaf/137635866|lcnaf%%http://id.loc.gov/authorities/names/no2010174297,1911/1994,,Marshall Thornton,,,Marshall T.,,Newman,cdfe314a-67ff-4d96-bda6-981f90c23f07
"Nicodemus, Charles",,,,,,,,Charles,,Nicodemus,b4195751-e645-4ace-9e6d-b57731cbe446
"Nieberding, C. B.",,,,,,,,C. B.,,Nieberding,81e91bc2-d1f8-48e8-a49a-af7768be5c59
"Nin, Anaïs, 1903-1977",,viaf%%http://viaf.org/viaf/14774462|lcnaf%%http://id.loc.gov/authorities/names/n79041785,1903/1977,,,,,Anaïs,,Nin,366dd7d6-73cb-43e2-8fd6-326458b20ddf
"Nitze, Paul Henry, 1907-2004",,viaf%%http://viaf.org/viaf/110669729|lcnaf%%http://id.loc.gov/authorities/names/n79100361,1907/2004,,,,,Paul Henry,,Nitze,5957e911-c5e3-4e8f-81f3-5d1909df7515
"Noack, H.","Location information: Berlin, Germany, Germany",,,,,,,H.,,Noack,35724e5e-6533-453d-b686-b2a34d3c2040
"Noji, Eric K.",,viaf%%http://viaf.org/viaf/277642077|lcnaf%%http://id.loc.gov/authorities/names/n87947892,,,,,,Eric K.,,Noji,7dbea5b2-1c3a-4ea4-a6e7-f2f5187e2d64
"Nolan, Mabelle O.",,,,,,,,Mabelle O.,,Nolan,ddf38b60-ecb0-477e-8021-1cf831ebc158
"Norris, K. H.",,viaf%%http://viaf.org/viaf/24819216|lcnaf%%http://id.loc.gov/authorities/names/n87122761,,,,,,K. H.,,Norris,764719f6-5974-4a55-9b89-c98c087ecbf1
"Notman, William",Location information: Montreal,viaf%%http://viaf.org/viaf/66769327,,,,,,William,,Notman,c2d7ff15-5668-47c6-a864-74b3af7f054f
"Novick, Robert",,viaf%%http://viaf.org/viaf/17846012|lcnaf%%http://id.loc.gov/authorities/names/n84125187,,,,,,Robert,,Novick,a9eefd36-b47b-4509-ab9b-16a1c00b3efe
Nutman,"Location information: Boston, MA, MA",,,,,,,,,Nutman,14a02a11-2f6d-48bf-9711-5cc51803a827
O'Neil,"Location information: New Bedford, MA, MA",,,,,,,,,O'Neil,1724db7a-3bde-48c5-8ec9-cc2671bce3ca
"O'Neill, John A., approximately 1836-",Location information: New York,lcnaf%%http://id.loc.gov/authorities/names/nr99035008|viaf%%http://viaf.org/viaf/29456151,1836~/,,,,,John A.,,O'Neill,613f97b9-5f21-46fc-879a-dba83350331e
"Offit, Morris W.",,,,,,,,Morris W.,,Offit,ac057e38-84ce-4d04-bdfb-ee00b033d91e
"Offit, Sidney",,viaf%%http://viaf.org/viaf/187526396|lcnaf%%http://id.loc.gov/authorities/names/n50029667,,,,,,Sidney,,Offit,852daae1-d53c-4b92-b713-8d9325cbaf69
"Olsen, H. Lowell",,viaf%%http://viaf.org/viaf/241473459|lcnaf%%http://id.loc.gov/authorities/names/no2006105903,,,,,,H. Lowell,,Olsen,84834f09-b737-47d9-91fc-7ba650abd942
"Olton, David S.",,viaf%%http://viaf.org/viaf/166825225|lcnaf%%http://id.loc.gov/authorities/names/n80006632,,,,,,David S.,,Olton,4f873305-c83a-4530-8b27-2c467706f84d
"Oncley, J. L. (John Lawrence)",,viaf%%http://viaf.org/viaf/164464091|lcnaf%%http://id.loc.gov/authorities/names/n85805860,,,John Lawrence,,,J. L.,,Oncley,ee2115f2-34f8-4a73-9e01-b3f93853a6d2
"Oppenheimer, Ella, 1892-1983",,viaf%%http://viaf.org/viaf/288442147|lcnaf%%http://id.loc.gov/authorities/names/no2018100316,1892/1983,,,,,Ella,,Oppenheimer,fe6b2765-c08f-44ce-905e-8c4c62d61450
"Ortmann, Otto, 1889-1979",,viaf%%http://viaf.org/viaf/13119437|lcnaf%%http://id.loc.gov/authorities/names/n88653037,1889/1979,,,,,Otto,,Ortmann,42fa498b-0397-4711-88ec-5e89c3e720e4
"Orville, Howard",,,,,,,,Howard,,Orville,16daea7b-8a3b-49ef-bfc5-b92e594e16c7
"Osgood, Henry M.","Location information: Pittsfield, NH, NH",,,,,,,Henry M.,,Osgood,a0c772f2-2235-44d3-8b74-d85f2083b9dd
"Osler, Edward Revere, 1895-1917",,viaf%%http://viaf.org/viaf/16899411|lcnaf%%http://id.loc.gov/authorities/names/no2002095348,1895/1917,,,,,Edward Revere,,Osler,cc2b43c0-9cf3-4bcd-a8e3-03d97a4c41cf
"Osler, William, Sir, 1849-1919",,viaf%%http://viaf.org/viaf/39441717|lcnaf%%http://id.loc.gov/authorities/names/n79081429,1849/1919,,,,Sir,William,,Osler,6ebf3bc5-3a40-4b16-b2b2-5695678f39e7
"Owen, George E. (George Ernest), 1922-",,viaf%%http://viaf.org/viaf/5183756|lcnaf%%http://id.loc.gov/authorities/names/n85800894,1922/,,George Ernest,,,George E.,,Owen,5efb0273-686f-407e-ac1c-0525a213eadb
"Owens, Howard",,,,,,,,Howard,,Owens,cb27fb82-e462-4465-9736-1542315c6b92
P.G.,,,,,,,,,,P.G.,05ae6ed0-b3b0-4f14-a2b1-2e8650cf3b77
P.M.,,,,,,,,,,P.M.,68d22ac0-a840-450e-8e62-bd47bc230aba
P.S.,,,,,,,,,,P.S.,cede0d4f-2f28-4a08-a312-ba2da0070432
"Pach, Alex L.","Location information: Easton, PA, PA",,,,,,,Alex L.,,Pach,d8bd0003-2608-42cb-8721-2ffc8cdb9190
"Packard, Elisabeth C. G.",,viaf%%http://viaf.org/viaf/283246597,,,,,,Elisabeth C. G.,,Packard,65f80e38-a4a5-45ef-bbab-ab4b6773805a
"Packard, George R.",,viaf%%http://viaf.org/viaf/27377635|lcnaf%%http://id.loc.gov/authorities/names/n81012440,,,,,,George R.,,Packard,481f9100-f784-42e0-8676-26c229c9d541
"Page, Marie Danforth, 1869-1940",,lcnaf%%http://id.loc.gov/authorities/names/n79106131|viaf%%http://viaf.org/viaf/67746156,1869/1940,,,,,Marie Danforth,,Page,c39848e0-65d2-43a8-874f-c10a4570bf6a
"Painter, Sidney, 1902-1960",,viaf%%http://viaf.org/viaf/56687823|lcnaf%%http://id.loc.gov/authorities/names/n79076475,1902/1960,,,,,Sidney,,Painter,c706a968-ae74-4bf4-9702-2737684e3686
"Palmore, Julian",,,,,,,,Julian,,Palmore,a81f58ab-c9ce-49a2-94aa-bf8103945c7e
"Parker, Royal",,,,,,,,Royal,,Parker,4d072b51-0b1a-45be-93e0-38e354ae7141
"Parks, Rosa, 1913-2005",,viaf%%http://viaf.org/viaf/18032665|lcnaf%%http://id.loc.gov/authorities/names/n87927953,1913/2005,,,,,Rosa,,Parks,aa997676-2346-40b3-83c5-09d7e6d9c051
"Parpart, Arthur K.",,,,,,,,Arthur K.,,Parpart,cd8239b6-c82d-4528-aaf0-878b94167868
Parsons,"Location information: Richmond, VA, VA",,,,,,,,,Parsons,7821c2b8-73ff-4931-b035-f7905faa29ee
"Passano, Edward Magruder",,,,,,,,Edward Magruder,,Passano,f9425b33-3e1f-4bd5-8f55-563cf783cf65
"Patterson, Carrick",,,,,,,,Carrick,,Patterson,c8042738-c81f-48d3-b792-a2d31a9b68af
"Patton, Harry J.",,,,,,,,Harry J.,,Patton,7d19c62f-b06f-4dde-ad0a-70558907e25e
"Patz, Arnall, 1920-2010",,viaf%%http://viaf.org/viaf/115875796|lcnaf%%http://id.loc.gov/authorities/names/n86141490,1920/2010,,,,,Arnall,,Patz,03fb1a0a-dead-44a0-8a5b-fab7645adeb3
"Pauling, Linus, 1901-1994",,viaf%%http://viaf.org/viaf/91892412|lcnaf%%http://id.loc.gov/authorities/names/n79144786,1901/1994,,,,,Linus,,Pauling,4250937f-6b4c-41c8-8c50-8307a76bf40c
"Pauls, Miriam D.",,viaf%%http://viaf.org/viaf/306190851,,,,,,Miriam D.,,Pauls,31d00574-d375-48d8-85f9-1744ab2c062c
"Peabody, George, 1795-1869",,viaf%%http://viaf.org/viaf/37724333|lcnaf%%http://id.loc.gov/authorities/names/n86001726,1795/1869,,,,,George,,Peabody,ddbc5589-92ec-4173-af90-f40c173eae1c
"Peabody, R. R. II","Location information: 20120 Lavender Place Germantown, MD 20874, MD 20874",,,,,,,R. R.,,Peabody,34eb0cf2-046d-42e2-a673-eef11b75aea1
"Peale, Sarah Miriam, 1800-1885",Spelling of name uncertain.,lcnaf%%http://id.loc.gov/authorities/names/n85240570|viaf%%http://viaf.org/viaf/40824285,1800/1885,,,,,Sarah Miriam,,Peale,29f20f55-fcef-46da-90fa-2cb4c7c2395b
"Peirce, Charles S. (Charles Sanders), 1839-1914",,viaf%%http://viaf.org/viaf/89203252|lcnaf%%http://id.loc.gov/authorities/names/n79034265,1839/1914,,Charles Sanders,,,Charles S.,,Peirce,af731f09-57df-404b-92e9-70323e23d958
"Pennington, Harper, 1854 or 1855-1920",,lcnaf%%http://id.loc.gov/authorities/names/nb2009001023|viaf%%http://viaf.org/viaf/65198066,1854 or 1855/1920,,,,,Harper,,Pennington,4a021923-9823-44ec-9a3a-f78e7e387f31
"Percy, Charles H., 1919-2011",,viaf%%http://viaf.org/viaf/115192478|lcnaf%%http://id.loc.gov/authorities/names/n50009663,1919/2011,,,,,Charles H.,,Percy,9966bb14-9748-4ac7-abab-ba63ff15f6ce
"Perkins, Sam",,,,,,,,Sam,,Perkins,34b744cb-9f78-41df-82b0-a42340e744bd
Perkins,,,,,,,,,,Perkins,fae66cbf-b98b-4c88-82ff-ebd819764150
"Perry, Donald",,,,,,,,Donald,,Perry,6ce9f6fd-a710-49a7-9664-ec16c477d346
"Perskie, Leon",,,,,,,,Leon,,Perskie,24ed774b-2efd-4d1b-bb67-b043558c57c6
"Perutz, Max F.",,viaf%%http://viaf.org/viaf/58146|lcnaf%%http://id.loc.gov/authorities/names/n86000363,,,,,,Max F.,,Perutz,0a4b042e-b1c4-4fc4-90c9-f2e179aabac3
"Peters, Sylvia",,,,,,,,Sylvia,,Peters,f687f052-8cdf-44ee-bb73-140092b8af62
"Peterson, Pete",,,,,,,,Pete,,Peterson,a001e882-2262-4dff-bf1e-d7fc85a2d2c7
"Peterson, Roger Tory, 1908-1996",,viaf%%http://viaf.org/viaf/98116143|lcnaf%%http://id.loc.gov/authorities/names/n79120711,1908/1996,,,,,Roger Tory,,Peterson,371a905b-4e88-411f-9ffc-8bd63a5bad78
Petrelle,Spelling of name uncertain.,,,,,,,,,Petrelle,6a62157b-2989-4efa-8303-c1818e3bda74
"Phelan, Robert J., Jr.",,,,,,,,Robert J.,Jr.,Phelan,e518c58b-baf8-419d-addc-33815c2d2be9
"Phelps, Winthrop Morgan, 1894-1971",,viaf%%http://viaf.org/viaf/29201819|lcnaf%%http://id.loc.gov/authorities/names/no2002064499,1894/1971,,,,,Winthrop Morgan,,Phelps,72eb8dcc-101b-4d75-9a2f-968f6d256270
Phelps,"Location information: New Haven, CT, CT",,,,,,,,,Phelps,3ff60282-5783-47cd-86a4-b5e9341e10e0
"Phillips, Bob",Spelling Uncertain,,,,,,,Bob,,Phillips,bff6f71b-c7fb-4e9b-9e0f-852c847e5a8e
"Phillips, Chet",,,,,,,,Chet,,Phillips,dd0a4d21-7db9-497d-8647-3e2109bc28fa
"Phillips, O. M. (Owen M.), 1930-",,viaf%%http://viaf.org/viaf/34519700|lcnaf%%http://id.loc.gov/authorities/names/n78095830,1930/,,Owen M.,,,O. M.,,Phillips,437038e9-417d-4373-a23a-3348e1cce022
"Phillips, Robert","Location information: Washington, DC, DC",,,,,,,Robert,,Phillips,c16b29f9-f0b1-4cd2-8bdd-d3836405a9cf
"Phillips, Stephen",,,,,,,,Stephen,,Phillips,82e90491-0c40-4085-a5a3-251f136caeaf
Phillips,"Location information: Philadelphia, PA, PA",,,,,,,,,Phillips,e1599305-147c-40e0-add7-6d6291af3f14
"Phoebus, Clifford P.",,,,,,,,Clifford P.,,Phoebus,f05db46a-7f7f-43db-84fd-3c18ef0a9eac
"Piaget, Jean, 1896-1980",,viaf%%http://viaf.org/viaf/39382513|lcnaf%%http://id.loc.gov/authorities/names/n78093533,1896/1980,,,,,Jean,,Piaget,35eea76d-52e2-43fa-b764-c0e77eb47853
"Pierce, Robert O.",,,,,,,,Robert O.,,Pierce,d309db5e-cc9c-4919-a3d5-3198132370f9
"Pinard, Heidi",,,,,,,,Heidi,,Pinard,0db393b9-54b5-4c17-86d5-a2d4f098b8bc
"Pincoffs, Maurice C. (Maurice Charles), 1886-1960",,viaf%%http://viaf.org/viaf/60154257831724151187|lcnaf%%http://id.loc.gov/authorities/names/n2018188987,1886/1960,,Maurice Charles,,,Maurice C.,,Pincoffs,2e99b7cd-a53f-4234-93fd-96576ca988e3
"Pineiro, Joe","Location information: 56 Shelby Street Dumont, NJ 07628, NJ 07628",,,,,,,Joe,,Pineiro,cf2e49bc-a830-4bba-a0bb-8c450a0c7a1a
"Pinkard, Anne",,,,,,,,Anne,,Pinkard,9da97a91-9419-4da2-a117-d0655dd674ff
"Pirou, Eugene",Location information: Paris,,,,,,,Eugene,,Pirou,8c00b990-9328-461d-bfd9-7447babfae61
Plante,"Location information: Worcester, MA, MA",,,,,,,,,Plante,c832b3ea-7bad-40dd-ad90-7004fbf6ca0f
"Platt, Nicholas",,viaf%%http://viaf.org/viaf/8910126|lcnaf%%http://id.loc.gov/authorities/names/n87859874,,,,,,Nicholas,,Platt,39e34b70-341e-4106-8424-91465afd9996
"Pocock, J. G. A. (John Greville Agard), 1924-",,viaf%%http://viaf.org/viaf/108653886|lcnaf%%http://id.loc.gov/authorities/names/n80001003,1924/,,John Greville Agard,,,J. G. A.,,Pocock,b90bd5c8-c1b6-4b40-850d-eebcfd7023b7
"Poe, Edgar Allan, 1809-1849",,viaf%%http://viaf.org/viaf/60351476|lcnaf%%http://id.loc.gov/authorities/names/n79029745,1809/1849,,,,,Edgar Allan,,Poe,49104c13-bc05-4292-9b83-dc7d18bc152a
"Pohler, George",,,,,,,,George,,Pohler,bee4e3b3-b6e8-4bb6-9a0a-addd951537af
"Pollard, Thomas D. (Thomas Dean), 1942-",,viaf%%http://viaf.org/viaf/68990400|lcnaf%%http://id.loc.gov/authorities/names/n50020467,1942/,,Thomas Dean,,,Thomas D.,,Pollard,328dd441-22ab-44d6-8d43-c6e7f9b585e2
"Polydefkis, Michael",,,,,,,,Michael,,Polydefkis,50df62a1-c3d0-465f-80fd-088c32c7dc1c
"Pond, Robert B.",,viaf%%http://viaf.org/viaf/38102359|lcnaf%%http://id.loc.gov/authorities/names/no2004122617,,,,,,Robert B.,,Pond,b2c7b911-3db4-4dd5-b813-4d954a398c1f
"Poole, Lynn",,viaf%%http://viaf.org/viaf/24905936|lcnaf%%http://id.loc.gov/authorities/names/n50019217,,,,,,Lynn,,Poole,0fa59b90-1a13-446b-835f-ae75ec31950a
"Poole, R.","Location information: Nashville, TN, TN",,,,,,,R.,,Poole,394ceab3-a788-4251-b7f4-3944ffb0b96a
"Pope, John Russell, 1874-1937",,lcnaf%%http://id.loc.gov/authorities/names/n82156931|viaf%%http://viaf.org/viaf/107640167,1874/1937,,,,,John Russell,,Pope,25b78820-c71f-4f1a-871a-5448e4910d0f
Porbius,,,,,,,,,,Porbius,fcca1a49-c53f-438c-8368-f08270982de7
"Porter, Oscar E.",Associated information: U.S. Army Photographic Agency,,,,,,,Oscar E.,,Porter,96ae7ae4-aefb-4a8d-ad35-495c636f6240
"Porter, Paul",,,,,,,,Paul,,Porter,fbed7395-5b23-458a-ad17-3e63639b2770
"Poulet, Georges",,viaf%%http://viaf.org/viaf/109203540|lcnaf%%http://id.loc.gov/authorities/names/n50019575,,,,,,Georges,,Poulet,461f917c-bf51-404f-95ec-97e58877a030
"Power, Marceau","Location information: Indianapolis, IN, IN",,,,,,,Marceau,,Power,44f65acd-0ccf-49ec-98ef-c63ca319d86a
"Pratt, Enoch,1808-1896",,viaf%%http://viaf.org/viaf/17091207|lcnaf%%http://id.loc.gov/authorities/names/nr92044774,1808/1896,,,,,Enoch,,Pratt,c5df356e-cfce-4335-86d0-71acaaa59b3d
"Pratt, Lurlene",,,,,,,,Lurlene,,Pratt,531d4e4e-65fe-4e00-bbd0-c88688c58e69
"Pratt, Suzanne",,,,,,,,Suzanne,,Pratt,47481a15-650c-4162-a516-a08938f84087
"Prausnitz, Frederik",,viaf%%http://viaf.org/viaf/5184795|lcnaf%%http://id.loc.gov/authorities/names/n82119507,,,,,,Frederik,,Prausnitz,fad695b7-a63c-4e1e-9477-9ddee1227281
"Pressman, Amy Estey",Associated information: The Harvard Crimson,,,,,,,Amy Estey,,Pressman,675f5fbf-550b-479c-9d16-da631c6add71
"Price, Richard, 1941-",,viaf%%http://viaf.org/viaf/111151547|lcnaf%%http://id.loc.gov/authorities/names/n79078647,1941/,,,,,Richard,,Price,289717cc-05ef-47a3-b18e-8ead88320269
"Priest, G. F.","Location information: Geneva, NY, NY",,,,,,,G. F.,,Priest,9d5fc421-87f8-4307-aeae-3e80b507ee10
Prince,"Location information: Washington, DC; Old Comfort, VA, DC; Old Comfort, VA",,,,,,,,,Prince,128f75ac-5068-40a9-b4ad-a23e4a8d24a4
"Pritchard, Donald W.",,viaf%%http://viaf.org/viaf/72960366|lcnaf%%http://id.loc.gov/authorities/names/n88255594,,,,,,Donald W.,,Pritchard,374dc4a4-dbfa-404d-8409-1d29bf15bec6
"Proctor, Donald F.",,,,,,,,Donald F.,,Proctor,317d164a-a45a-429e-a05e-7948d282b021
"Purdum, W. Arthur",,,,,,,,W. Arthur,,Purdum,e58a2544-2031-4d21-b9a9-77180336ef58
"Purdy, Joseph H.",,,,,,,,Joseph H.,,Purdy,3aaafd4b-775d-40d7-b59b-8e514fcb1397
Purdy,"Location information: Boston, MA, MA",,,,,,,,,Purdy,fcd3f4a8-4c82-4d28-8b40-9a8bab4dc646
"Quig, Joseph B.",,,,,,,,Joseph B.,,Quig,0254a179-10ec-4402-906d-6016e93a0ca5
"Quin, Paul",,,,,,,,Paul,,Quin,8b80529e-7d9d-4dbe-9afd-e7f15e16bc62
"Quinn, John",,,,,,,,John,,Quinn,4d52cae3-2507-4ec0-83e0-c5706a35ecd3
R.D.,,,,,,,,,,R.D.,62a963d1-35ab-437b-a399-8b8c613f6069
"Rachmaninoff, Sergei, 1873-1943",,viaf%%http://viaf.org/viaf/60326614|lcnaf%%http://id.loc.gov/authorities/names/n50054908,1873/1943,,,,,Sergei,,Rachmaninoff,b7e4aad1-65ea-46bd-8649-b563e9571d9c
"Raeburn, Jean","Location information: New York, NY, NY",,,,,,,Jean,,Raeburn,2b308aa1-cfe6-43cb-b5c7-206c8dfd0a4d
"Raisbeck, Gordon",,,,,,,,Gordon,,Raisbeck,f44375c8-571a-4301-9975-c37f55b2bc6f
"Rammacher, John",,,,,,,,John,,Rammacher,00107b77-c7c7-44a7-a50f-a454f3ce7c60
"Rand, Ayn",,viaf%%http://viaf.org/viaf/98139134|lcnaf%%http://id.loc.gov/authorities/names/n50054463,,,,,,Ayn,,Rand,3b8051a4-dd5e-4528-a051-effcfe659907
Randall,"Location information: Ann Arbor, MI, MI",,,,,,,,,Randall,6f724065-fa0e-4a21-874e-e0f22cbe1071
"Randolph, Harold, 1861-1927",,viaf%%http://viaf.org/viaf/31643615|lcnaf%%http://id.loc.gov/authorities/names/no2001034076,1861/1927,,,,,Harold,,Randolph,27f2a529-8ab5-4b81-a527-a10f33aac2bc
"Ranum, Orest A.",,viaf%%http://viaf.org/viaf/17289116|lcnaf%%http://id.loc.gov/authorities/names/n79077232,,,,,,Orest A.,,Ranum,d9c67c31-193d-4a9b-99ac-77dd2e8e17ef
"Rasetti, Franco, 1901-2001",,viaf%%http://viaf.org/viaf/17349114|lcnaf%%http://id.loc.gov/authorities/names/n80164766,1901/2001,,,,,Franco,,Rasetti,940c49b1-6ff6-433a-b9f6-d42a25e3bf2d
"Ravitch, Mark M., 1910-1989",,viaf%%http://viaf.org/viaf/92436635|lcnaf%%http://id.loc.gov/authorities/names/n50054032,1910/1989,,,,,Mark M.,,Ravitch,7cffdf36-2a48-4607-bc03-5918f4ea8551
"Ray, Eugene L.","Location information: Evanston, Illinois, Illinois",,,,,,,Eugene L.,,Ray,b93c97ae-746d-446a-9f3a-acb80c70defe
"Reather, Chester",,,,,,,,Chester,,Reather,77749ae9-f826-478f-a90f-5a3ced43f08e
"Redmond, Robert",,,,,,,,Robert,,Redmond,870b535f-c91f-4f8d-af8b-0643f933b1cf
"Reecker, A. H.","Location information: Lynchburg, VA, VA",,,,,,,A. H.,,Reecker,717f6bd1-148f-4744-a811-241c7beb0485
"Reed, Jane",,,,,,,,Jane,,Reed,3aefe821-e0c9-4cb6-8afc-e276af81dbbb
"Reed, Lowell J. (Lowell Jacob), 1886-",,viaf%%http://viaf.org/viaf/58730576|lcnaf%%http://id.loc.gov/authorities/names/no2001039731,1886/,,Lowell Jacob,,,Lowell J.,,Reed,1e1231fb-28c8-4e23-83bd-0ec7d207e548
Reinhardt,Associated information: US Army,,,,,,,,,Reinhardt,3efd7f0a-dfb1-4f13-888f-cafdc22bc42e
"Rembski, Stanislav, 1896-1998",,lcnaf%%http://id.loc.gov/authorities/names/n2006039141|viaf%%http://viaf.org/viaf/21569047,1896/1998,,,,,Stanislav,,Rembski,99086215-cd51-4b14-98b6-2065e6527e1a
"Remsen, Ira, 1846-1927",,viaf%%http://viaf.org/viaf/39471967|lcnaf%%http://id.loc.gov/authorities/names/n79132489,1846/1927,,,,,Ira,,Remsen,642458d2-7f0e-4da3-8a52-48831ce5d11a
"Renn, Charles E. (Charles Easterday), 1905-",,viaf%%http://viaf.org/viaf/61111988|lcnaf%%http://id.loc.gov/authorities/names/no92024539,1905/,,Charles Easterday,,,Charles E.,,Renn,f4108728-bdb0-4121-aecc-bd25ee713254
"Rent, Ken",Spelling of name uncertain.,,,,,,,Ken,,Rent,07d56742-fd9a-4235-9168-7d7ba8db60c7
"Requardt, Gustav J. (Gustav Jaeger), 1886-1978",,viaf%%http://viaf.org/viaf/36847734|lcnaf%%http://id.loc.gov/authorities/names/nr2001036011,1886/1978,,Gustav Jaeger,,,Gustav J.,,Requardt,01344622-d461-439f-ba3f-c3cbd86b06b1
"Revelle, Roger, 1909-1991",,viaf%%http://viaf.org/viaf/55588240|lcnaf%%http://id.loc.gov/authorities/names/n85173496,1909/1991,,,,,Roger,,Revelle,3033fdca-5224-4768-b292-cd8ec3037392
"Revenaugh, S. B.","Location information: Ann Arbor, MI, MI",,,,,,,S. B.,,Revenaugh,c2a8f74e-3b8e-4500-9fac-d05435fb9092
"Reynolds, Sterling",,,,,,,,Sterling,,Reynolds,af22e0cf-ccf7-4f22-9052-f84aebb95709
